imageUrl,category,name,quantity,price
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Milk Powder,1 kg,680
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Whipping Cream,400 gm,250
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Milk Protein,400 gm,240
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Whey Protein,400 gm,260
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Clotted Cream,400 gm,250
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Blue Cheese,400 gm,250
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Malted Milk,400 ml,250
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Rice,1 kg,80
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Basmati Rice,1 kg,120
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,India Gate Rice,1 kg,130
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Sp Biryani Rice,1 kg,150
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Atta,5 kg,200
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Maida,1 kg,50
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Corn Flour,500 gm,140
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Oats,500 gm,200
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Pasta,500 gm,200
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Noodles,500 gm,200
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Bread,1 Pc,50
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Sooji,500 gm,70
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Suagr,1 kg,85
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Oil,1 kg,155
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Refine,1 kg,165
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Mixed Daal,1 kg,140
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Chana,1 kg,120
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Grocery & Kitchen,Moong Daal,1 kg,180
